metric,type
facial_metrics_DDK_vJC_abs_max,facial_metrics
facial_metrics_DDK_vJC_abs_min,facial_metrics
facial_metrics_DDK_vJC_avg,facial_metrics
facial_metrics_DDK_vJC_max,facial_metrics
facial_metrics_DDK_vJC_min,facial_metrics
facial_metrics_DDK_vLL_abs_avg,facial_metrics
facial_metrics_DDK_vLL_abs_max,facial_metrics
facial_metrics_DDK_vLL_abs_min,facial_metrics
facial_metrics_DDK_vLL_avg,facial_metrics
facial_metrics_DDK_vLL_max,facial_metrics
facial_metrics_DDK_vLL_min,facial_metrics
facial_metrics_DDK_va_identifier_0,facial_metrics
facial_metrics_DDK_width_avg,facial_metrics
facial_metrics_DDK_width_max,facial_metrics
facial_metrics_DDK_width_min,facial_metrics
facial_metrics_EXCLUDE_ICD_mm,facial_metrics
facial_metrics_EXCLUDE_ICD_px,facial_metrics
facial_metrics_EXCLUDE_ID_mm,facial_metrics
facial_metrics_EXCLUDE_ID_px,facial_metrics
facial_metrics_EXCLUDE_JC_path_avg,facial_metrics
facial_metrics_EXCLUDE_JC_path_max,facial_metrics
facial_metrics_EXCLUDE_LL_path_avg,facial_metrics
facial_metrics_EXCLUDE_LL_path_max,facial_metrics
facial_metrics_EXCLUDE_S_L_avg,facial_metrics
facial_metrics_EXCLUDE_S_L_max,facial_metrics
facial_metrics_EXCLUDE_S_R_avg,facial_metrics
facial_metrics_EXCLUDE_S_R_max,facial_metrics
facial_metrics_EXCLUDE_S_avg,facial_metrics
facial_metrics_EXCLUDE_S_max,facial_metrics
facial_metrics_EXCLUDE_S_ratio_avg,facial_metrics
facial_metrics_EXCLUDE_Utterance_dur,facial_metrics
facial_metrics_EXCLUDE_aJC_abs_avg,facial_metrics
facial_metrics_EXCLUDE_aJC_abs_max,facial_metrics
facial_metrics_EXCLUDE_aJC_abs_min,facial_metrics
facial_metrics_EXCLUDE_aJC_avg,facial_metrics
facial_metrics_EXCLUDE_aJC_max,facial_metrics
facial_metrics_EXCLUDE_aJC_min,facial_metrics
facial_metrics_EXCLUDE_aLL_abs_avg,facial_metrics
facial_metrics_EXCLUDE_aLL_abs_max,facial_metrics
facial_metrics_EXCLUDE_aLL_abs_min,facial_metrics
facial_metrics_EXCLUDE_aLL_avg,facial_metrics
facial_metrics_EXCLUDE_aLL_max,facial_metrics
facial_metrics_EXCLUDE_aLL_min,facial_metrics
facial_metrics_EXCLUDE_eye_blinks,facial_metrics
facial_metrics_EXCLUDE_eye_blinks_left,facial_metrics
facial_metrics_EXCLUDE_eye_blinks_right,facial_metrics
facial_metrics_EXCLUDE_eye_open_avg,facial_metrics
facial_metrics_EXCLUDE_eye_open_left_avg,facial_metrics
facial_metrics_EXCLUDE_eye_open_left_max,facial_metrics
facial_metrics_EXCLUDE_eye_open_max,facial_metrics
facial_metrics_EXCLUDE_eye_open_right_avg,facial_metrics
facial_metrics_EXCLUDE_eye_open_right_max,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_EXCLUDE_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_EXCLUDE_head_tilt_rotation_avg,facial_metrics
facial_metrics_EXCLUDE_head_tilt_rotation_max,facial_metrics
facial_metrics_EXCLUDE_head_tilt_rotation_min,facial_metrics
facial_metrics_EXCLUDE_head_tilt_translation_avg,facial_metrics
facial_metrics_EXCLUDE_head_tilt_translation_max,facial_metrics
facial_metrics_EXCLUDE_head_tilt_translation_min,facial_metrics
facial_metrics_EXCLUDE_jJC_abs_avg,facial_metrics
facial_metrics_EXCLUDE_jJC_abs_max,facial_metrics
facial_metrics_EXCLUDE_jJC_abs_min,facial_metrics
facial_metrics_EXCLUDE_jJC_avg,facial_metrics
facial_metrics_EXCLUDE_jJC_max,facial_metrics
facial_metrics_EXCLUDE_jJC_min,facial_metrics
facial_metrics_EXCLUDE_jLL_abs_avg,facial_metrics
facial_metrics_EXCLUDE_jLL_abs_max,facial_metrics
facial_metrics_EXCLUDE_jLL_abs_min,facial_metrics
facial_metrics_EXCLUDE_jLL_avg,facial_metrics
facial_metrics_EXCLUDE_jLL_max,facial_metrics
facial_metrics_EXCLUDE_jLL_min,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_0,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_1,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_2,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_3,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_4,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_5,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_6,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_7,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_8,facial_metrics
facial_metrics_EXCLUDE_normalization_distance_9,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_0,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_1,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_2,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_3,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_4,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_5,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_6,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_7,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_8,facial_metrics
facial_metrics_EXCLUDE_normalization_unit_9,facial_metrics
facial_metrics_EXCLUDE_normalized,facial_metrics
facial_metrics_EXCLUDE_open_avg,facial_metrics
facial_metrics_EXCLUDE_open_max,facial_metrics
facial_metrics_EXCLUDE_open_min,facial_metrics
facial_metrics_EXCLUDE_source_0,facial_metrics
facial_metrics_EXCLUDE_source_1,facial_metrics
facial_metrics_EXCLUDE_source_2,facial_metrics
facial_metrics_EXCLUDE_source_3,facial_metrics
facial_metrics_EXCLUDE_source_4,facial_metrics
facial_metrics_EXCLUDE_source_5,facial_metrics
facial_metrics_EXCLUDE_source_6,facial_metrics
facial_metrics_EXCLUDE_source_7,facial_metrics
facial_metrics_EXCLUDE_source_8,facial_metrics
facial_metrics_EXCLUDE_source_9,facial_metrics
facial_metrics_EXCLUDE_vJC_abs_avg,facial_metrics
facial_metrics_EXCLUDE_vJC_abs_max,facial_metrics
facial_metrics_EXCLUDE_vJC_abs_min,facial_metrics
facial_metrics_EXCLUDE_vJC_avg,facial_metrics
facial_metrics_EXCLUDE_vJC_max,facial_metrics
facial_metrics_EXCLUDE_vJC_min,facial_metrics
facial_metrics_EXCLUDE_vLL_abs_avg,facial_metrics
facial_metrics_EXCLUDE_vLL_abs_max,facial_metrics
facial_metrics_EXCLUDE_vLL_abs_min,facial_metrics
facial_metrics_EXCLUDE_vLL_avg,facial_metrics
facial_metrics_EXCLUDE_vLL_max,facial_metrics
facial_metrics_EXCLUDE_vLL_min,facial_metrics
facial_metrics_EXCLUDE_va_identifier_0,facial_metrics
facial_metrics_EXCLUDE_va_identifier_1,facial_metrics
facial_metrics_EXCLUDE_va_identifier_2,facial_metrics
facial_metrics_EXCLUDE_va_identifier_3,facial_metrics
facial_metrics_EXCLUDE_va_identifier_4,facial_metrics
facial_metrics_EXCLUDE_va_identifier_5,facial_metrics
facial_metrics_EXCLUDE_va_identifier_6,facial_metrics
facial_metrics_EXCLUDE_va_identifier_7,facial_metrics
facial_metrics_EXCLUDE_va_identifier_8,facial_metrics
facial_metrics_EXCLUDE_va_identifier_9,facial_metrics
facial_metrics_EXCLUDE_width_avg,facial_metrics
facial_metrics_EXCLUDE_width_max,facial_metrics
facial_metrics_EXCLUDE_width_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_ICD_mm,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_ICD_px,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_ID_mm,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_ID_px,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_JC_path_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_JC_path_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_LL_path_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_LL_path_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_S_L_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_S_L_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_S_R_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_S_R_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_S_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_S_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_S_ratio_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_Utterance_dur,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aJC_abs_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aJC_abs_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aJC_abs_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aJC_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aJC_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aJC_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aLL_abs_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aLL_abs_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aLL_abs_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aLL_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aLL_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_aLL_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_blinks,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_blinks_left,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_blinks_right,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_open_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_open_left_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_open_left_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_open_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_open_right_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eye_open_right_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_head_tilt_rotation_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_head_tilt_rotation_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_head_tilt_rotation_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_head_tilt_translation_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_head_tilt_translation_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_head_tilt_translation_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jJC_abs_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jJC_abs_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jJC_abs_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jJC_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jJC_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jJC_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jLL_abs_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jLL_abs_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jLL_abs_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jLL_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jLL_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_jLL_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_normalization_distance_0,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_normalization_unit_0,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_normalized,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_open_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_open_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_open_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_source_0,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vJC_abs_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vJC_abs_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vJC_abs_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vJC_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vJC_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vJC_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vLL_abs_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vLL_abs_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vLL_abs_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vLL_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vLL_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_vLL_min,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_va_identifier_0,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_width_avg,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_width_max,facial_metrics
facial_metrics_EyebrowRaise_TurnTutorial_width_min,facial_metrics
facial_metrics_GH-PROP_ICD_mm,facial_metrics
facial_metrics_GH-PROP_ICD_px,facial_metrics
facial_metrics_GH-PROP_ID_mm,facial_metrics
facial_metrics_GH-PROP_ID_px,facial_metrics
facial_metrics_GH-PROP_JC_path_avg,facial_metrics
facial_metrics_GH-PROP_JC_path_max,facial_metrics
facial_metrics_GH-PROP_LL_path_avg,facial_metrics
facial_metrics_GH-PROP_LL_path_max,facial_metrics
facial_metrics_GH-PROP_S_L_avg,facial_metrics
facial_metrics_GH-PROP_S_L_max,facial_metrics
facial_metrics_GH-PROP_S_R_avg,facial_metrics
facial_metrics_GH-PROP_S_R_max,facial_metrics
facial_metrics_GH-PROP_S_avg,facial_metrics
facial_metrics_GH-PROP_S_max,facial_metrics
facial_metrics_GH-PROP_S_ratio_avg,facial_metrics
facial_metrics_GH-PROP_Utterance_dur,facial_metrics
facial_metrics_GH-PROP_aJC_abs_avg,facial_metrics
facial_metrics_GH-PROP_aJC_abs_max,facial_metrics
facial_metrics_GH-PROP_aJC_abs_min,facial_metrics
facial_metrics_GH-PROP_aJC_avg,facial_metrics
facial_metrics_GH-PROP_aJC_max,facial_metrics
facial_metrics_GH-PROP_aJC_min,facial_metrics
facial_metrics_GH-PROP_aLL_abs_avg,facial_metrics
facial_metrics_GH-PROP_aLL_abs_max,facial_metrics
facial_metrics_GH-PROP_aLL_abs_min,facial_metrics
facial_metrics_GH-PROP_aLL_avg,facial_metrics
facial_metrics_GH-PROP_aLL_max,facial_metrics
facial_metrics_GH-PROP_aLL_min,facial_metrics
facial_metrics_GH-PROP_eye_blinks,facial_metrics
facial_metrics_GH-PROP_eye_blinks_left,facial_metrics
facial_metrics_GH-PROP_eye_blinks_right,facial_metrics
facial_metrics_GH-PROP_eye_open_avg,facial_metrics
facial_metrics_GH-PROP_eye_open_left_avg,facial_metrics
facial_metrics_GH-PROP_eye_open_left_max,facial_metrics
facial_metrics_GH-PROP_eye_open_max,facial_metrics
facial_metrics_GH-PROP_eye_open_right_avg,facial_metrics
facial_metrics_GH-PROP_eye_open_right_max,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_GH-PROP_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_GH-PROP_head_tilt_rotation_avg,facial_metrics
facial_metrics_GH-PROP_head_tilt_rotation_max,facial_metrics
facial_metrics_GH-PROP_head_tilt_rotation_min,facial_metrics
facial_metrics_GH-PROP_head_tilt_translation_avg,facial_metrics
facial_metrics_GH-PROP_head_tilt_translation_max,facial_metrics
facial_metrics_GH-PROP_head_tilt_translation_min,facial_metrics
facial_metrics_GH-PROP_jJC_abs_avg,facial_metrics
facial_metrics_GH-PROP_jJC_abs_max,facial_metrics
facial_metrics_GH-PROP_jJC_abs_min,facial_metrics
facial_metrics_GH-PROP_jJC_avg,facial_metrics
facial_metrics_GH-PROP_jJC_max,facial_metrics
facial_metrics_GH-PROP_jJC_min,facial_metrics
facial_metrics_GH-PROP_jLL_abs_avg,facial_metrics
facial_metrics_GH-PROP_jLL_abs_max,facial_metrics
facial_metrics_GH-PROP_jLL_abs_min,facial_metrics
facial_metrics_GH-PROP_jLL_avg,facial_metrics
facial_metrics_GH-PROP_jLL_max,facial_metrics
facial_metrics_GH-PROP_jLL_min,facial_metrics
facial_metrics_GH-PROP_normalization_distance_0,facial_metrics
facial_metrics_GH-PROP_normalization_distance_1,facial_metrics
facial_metrics_GH-PROP_normalization_distance_10,facial_metrics
facial_metrics_GH-PROP_normalization_distance_11,facial_metrics
facial_metrics_GH-PROP_normalization_distance_12,facial_metrics
facial_metrics_GH-PROP_normalization_distance_13,facial_metrics
facial_metrics_GH-PROP_normalization_distance_14,facial_metrics
facial_metrics_GH-PROP_normalization_distance_15,facial_metrics
facial_metrics_GH-PROP_normalization_distance_16,facial_metrics
facial_metrics_GH-PROP_normalization_distance_17,facial_metrics
facial_metrics_GH-PROP_normalization_distance_18,facial_metrics
facial_metrics_GH-PROP_normalization_distance_19,facial_metrics
facial_metrics_GH-PROP_normalization_distance_2,facial_metrics
facial_metrics_GH-PROP_normalization_distance_3,facial_metrics
facial_metrics_GH-PROP_normalization_distance_4,facial_metrics
facial_metrics_GH-PROP_normalization_distance_5,facial_metrics
facial_metrics_GH-PROP_normalization_distance_6,facial_metrics
facial_metrics_GH-PROP_normalization_distance_7,facial_metrics
facial_metrics_GH-PROP_normalization_distance_8,facial_metrics
facial_metrics_GH-PROP_normalization_distance_9,facial_metrics
facial_metrics_GH-PROP_normalization_unit_0,facial_metrics
facial_metrics_GH-PROP_normalization_unit_1,facial_metrics
facial_metrics_GH-PROP_normalization_unit_10,facial_metrics
facial_metrics_GH-PROP_normalization_unit_11,facial_metrics
facial_metrics_GH-PROP_normalization_unit_12,facial_metrics
facial_metrics_GH-PROP_normalization_unit_13,facial_metrics
facial_metrics_GH-PROP_normalization_unit_14,facial_metrics
facial_metrics_GH-PROP_normalization_unit_15,facial_metrics
facial_metrics_GH-PROP_normalization_unit_16,facial_metrics
facial_metrics_GH-PROP_normalization_unit_17,facial_metrics
facial_metrics_GH-PROP_normalization_unit_18,facial_metrics
facial_metrics_GH-PROP_normalization_unit_19,facial_metrics
facial_metrics_GH-PROP_normalization_unit_2,facial_metrics
facial_metrics_GH-PROP_normalization_unit_3,facial_metrics
facial_metrics_GH-PROP_normalization_unit_4,facial_metrics
facial_metrics_GH-PROP_normalization_unit_5,facial_metrics
facial_metrics_GH-PROP_normalization_unit_6,facial_metrics
facial_metrics_GH-PROP_normalization_unit_7,facial_metrics
facial_metrics_GH-PROP_normalization_unit_8,facial_metrics
facial_metrics_GH-PROP_normalization_unit_9,facial_metrics
facial_metrics_GH-PROP_normalized,facial_metrics
facial_metrics_GH-PROP_open_avg,facial_metrics
facial_metrics_GH-PROP_open_max,facial_metrics
facial_metrics_GH-PROP_open_min,facial_metrics
facial_metrics_GH-PROP_source_0,facial_metrics
facial_metrics_GH-PROP_source_1,facial_metrics
facial_metrics_GH-PROP_source_10,facial_metrics
facial_metrics_GH-PROP_source_11,facial_metrics
facial_metrics_GH-PROP_source_12,facial_metrics
facial_metrics_GH-PROP_source_13,facial_metrics
facial_metrics_GH-PROP_source_14,facial_metrics
facial_metrics_GH-PROP_source_15,facial_metrics
facial_metrics_GH-PROP_source_2,facial_metrics
facial_metrics_GH-PROP_source_3,facial_metrics
facial_metrics_GH-PROP_source_4,facial_metrics
facial_metrics_GH-PROP_source_5,facial_metrics
facial_metrics_GH-PROP_source_6,facial_metrics
facial_metrics_GH-PROP_source_7,facial_metrics
facial_metrics_GH-PROP_source_8,facial_metrics
facial_metrics_GH-PROP_source_9,facial_metrics
facial_metrics_GH-PROP_vJC_abs_avg,facial_metrics
facial_metrics_GH-PROP_vJC_abs_max,facial_metrics
facial_metrics_GH-PROP_vJC_abs_min,facial_metrics
facial_metrics_GH-PROP_vJC_avg,facial_metrics
facial_metrics_GH-PROP_vJC_max,facial_metrics
facial_metrics_GH-PROP_vJC_min,facial_metrics
facial_metrics_GH-PROP_vLL_abs_avg,facial_metrics
facial_metrics_GH-PROP_vLL_abs_max,facial_metrics
facial_metrics_GH-PROP_vLL_abs_min,facial_metrics
facial_metrics_GH-PROP_vLL_avg,facial_metrics
facial_metrics_GH-PROP_vLL_max,facial_metrics
facial_metrics_GH-PROP_vLL_min,facial_metrics
facial_metrics_GH-PROP_va_identifier_0,facial_metrics
facial_metrics_GH-PROP_va_identifier_1,facial_metrics
facial_metrics_GH-PROP_va_identifier_10,facial_metrics
facial_metrics_GH-PROP_va_identifier_11,facial_metrics
facial_metrics_GH-PROP_va_identifier_12,facial_metrics
facial_metrics_GH-PROP_va_identifier_13,facial_metrics
facial_metrics_GH-PROP_va_identifier_14,facial_metrics
facial_metrics_GH-PROP_va_identifier_15,facial_metrics
facial_metrics_GH-PROP_va_identifier_16,facial_metrics
facial_metrics_GH-PROP_va_identifier_17,facial_metrics
facial_metrics_GH-PROP_va_identifier_18,facial_metrics
facial_metrics_GH-PROP_va_identifier_19,facial_metrics
facial_metrics_GH-PROP_va_identifier_2,facial_metrics
facial_metrics_GH-PROP_va_identifier_3,facial_metrics
facial_metrics_GH-PROP_va_identifier_4,facial_metrics
facial_metrics_GH-PROP_va_identifier_5,facial_metrics
facial_metrics_GH-PROP_va_identifier_6,facial_metrics
facial_metrics_GH-PROP_va_identifier_7,facial_metrics
facial_metrics_GH-PROP_va_identifier_8,facial_metrics
facial_metrics_GH-PROP_va_identifier_9,facial_metrics
facial_metrics_GH-PROP_width_avg,facial_metrics
facial_metrics_GH-PROP_width_max,facial_metrics
facial_metrics_GH-PROP_width_min,facial_metrics
facial_metrics_PROP_ICD_mm,facial_metrics
facial_metrics_PROP_ICD_px,facial_metrics
facial_metrics_PROP_ID_mm,facial_metrics
facial_metrics_PROP_ID_px,facial_metrics
facial_metrics_PROP_JC_path_avg,facial_metrics
facial_metrics_PROP_JC_path_max,facial_metrics
facial_metrics_PROP_LL_path_avg,facial_metrics
facial_metrics_PROP_LL_path_max,facial_metrics
facial_metrics_PROP_S_L_avg,facial_metrics
facial_metrics_PROP_S_L_max,facial_metrics
facial_metrics_PROP_S_R_avg,facial_metrics
facial_metrics_PROP_S_R_max,facial_metrics
facial_metrics_PROP_S_avg,facial_metrics
facial_metrics_PROP_S_max,facial_metrics
facial_metrics_PROP_S_ratio_avg,facial_metrics
facial_metrics_PROP_Utterance_dur,facial_metrics
facial_metrics_PROP_aJC_abs_avg,facial_metrics
facial_metrics_PROP_aJC_abs_max,facial_metrics
facial_metrics_PROP_aJC_abs_min,facial_metrics
facial_metrics_PROP_aJC_avg,facial_metrics
facial_metrics_PROP_aJC_max,facial_metrics
facial_metrics_PROP_aJC_min,facial_metrics
facial_metrics_PROP_aLL_abs_avg,facial_metrics
facial_metrics_PROP_aLL_abs_max,facial_metrics
facial_metrics_PROP_aLL_abs_min,facial_metrics
facial_metrics_PROP_aLL_avg,facial_metrics
facial_metrics_PROP_aLL_max,facial_metrics
facial_metrics_PROP_aLL_min,facial_metrics
facial_metrics_PROP_eye_blinks,facial_metrics
facial_metrics_PROP_eye_blinks_left,facial_metrics
facial_metrics_PROP_eye_blinks_right,facial_metrics
facial_metrics_PROP_eye_open_avg,facial_metrics
facial_metrics_PROP_eye_open_left_avg,facial_metrics
facial_metrics_PROP_eye_open_left_max,facial_metrics
facial_metrics_PROP_eye_open_max,facial_metrics
facial_metrics_PROP_eye_open_right_avg,facial_metrics
facial_metrics_PROP_eye_open_right_max,facial_metrics
facial_metrics_PROP_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_PROP_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_PROP_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_PROP_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_PROP_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_PROP_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_PROP_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_PROP_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_PROP_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_PROP_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_PROP_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_PROP_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_PROP_head_tilt_rotation_avg,facial_metrics
facial_metrics_PROP_head_tilt_rotation_max,facial_metrics
