metric,type
facial_metrics_SustainedPhonation_eeeee_S_R_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_S_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_S_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_S_ratio_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_Utterance_dur,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aJC_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aJC_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aJC_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aLL_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aLL_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_aLL_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_blinks,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_blinks_left,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_blinks_right,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_open_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_open_left_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_open_left_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_open_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_open_right_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eye_open_right_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_head_tilt_rotation_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_head_tilt_rotation_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_head_tilt_rotation_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_head_tilt_translation_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_head_tilt_translation_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_head_tilt_translation_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jJC_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jJC_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jJC_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jLL_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jLL_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_jLL_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_normalization_distance_0,facial_metrics
facial_metrics_SustainedPhonation_eeeee_normalization_unit_0,facial_metrics
facial_metrics_SustainedPhonation_eeeee_normalized,facial_metrics
facial_metrics_SustainedPhonation_eeeee_open_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_open_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_open_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vJC_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vJC_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vJC_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vLL_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vLL_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_vLL_min,facial_metrics
facial_metrics_SustainedPhonation_eeeee_va_identifier_0,facial_metrics
facial_metrics_SustainedPhonation_eeeee_width_avg,facial_metrics
facial_metrics_SustainedPhonation_eeeee_width_max,facial_metrics
facial_metrics_SustainedPhonation_eeeee_width_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_ICD_mm,facial_metrics
facial_metrics_SustainedPhonation_second_trial_ICD_px,facial_metrics
facial_metrics_SustainedPhonation_second_trial_ID_mm,facial_metrics
facial_metrics_SustainedPhonation_second_trial_ID_px,facial_metrics
facial_metrics_SustainedPhonation_second_trial_JC_path_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_JC_path_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_LL_path_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_LL_path_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_S_L_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_S_L_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_S_R_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_S_R_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_S_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_S_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_S_ratio_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_Utterance_dur,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aJC_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aJC_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aJC_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aLL_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aLL_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_aLL_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_blinks,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_blinks_left,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_blinks_right,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_open_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_open_left_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_open_left_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_open_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_open_right_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eye_open_right_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_head_tilt_rotation_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_head_tilt_rotation_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_head_tilt_rotation_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_head_tilt_translation_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_head_tilt_translation_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_head_tilt_translation_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jJC_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jJC_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jJC_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jLL_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jLL_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_jLL_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_normalization_distance_0,facial_metrics
facial_metrics_SustainedPhonation_second_trial_normalization_unit_0,facial_metrics
facial_metrics_SustainedPhonation_second_trial_normalized,facial_metrics
facial_metrics_SustainedPhonation_second_trial_open_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_open_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_open_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_source_0,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vJC_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vJC_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vJC_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vLL_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vLL_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_vLL_min,facial_metrics
facial_metrics_SustainedPhonation_second_trial_va_identifier_0,facial_metrics
facial_metrics_SustainedPhonation_second_trial_width_avg,facial_metrics
facial_metrics_SustainedPhonation_second_trial_width_max,facial_metrics
facial_metrics_SustainedPhonation_second_trial_width_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_ICD_mm,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_ICD_px,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_ID_mm,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_ID_px,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_JC_path_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_JC_path_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_LL_path_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_LL_path_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_S_L_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_S_L_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_S_R_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_S_R_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_S_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_S_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_S_ratio_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_Utterance_dur,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aJC_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aJC_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aJC_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aLL_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aLL_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_aLL_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_blinks,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_blinks_left,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_blinks_right,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_open_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_open_left_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_open_left_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_open_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_open_right_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eye_open_right_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_icd_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_icd_left_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_icd_left_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_icd_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_icd_right_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_icd_right_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_nt_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_nt_left_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_nt_left_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_nt_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_nt_right_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_eyebrow_vpos_nt_right_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_head_tilt_rotation_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_head_tilt_rotation_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_head_tilt_rotation_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_head_tilt_translation_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_head_tilt_translation_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_head_tilt_translation_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jJC_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jJC_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jJC_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jLL_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jLL_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_jLL_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_normalization_distance_0,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_normalization_unit_0,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_normalized,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_open_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_open_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_open_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vJC_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vJC_abs_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vJC_abs_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vJC_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vJC_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vJC_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vLL_abs_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vLL_abs_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vLL_abs_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vLL_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vLL_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_vLL_min,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_va_identifier_0,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_width_avg,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_width_max,facial_metrics
facial_metrics_SustainedPhonation_uuuuu_width_min,facial_metrics
adl_face_washing_dominant_hand_acceleration,motion_metrics
adl_face_washing_dominant_hand_acceleration_abs,motion_metrics
adl_face_washing_dominant_hand_distance,motion_metrics
adl_face_washing_dominant_hand_jerk,motion_metrics
adl_face_washing_dominant_hand_jerk_abs,motion_metrics
adl_face_washing_dominant_hand_velocity,motion_metrics
adl_face_washing_dominant_hand_velocity_abs,motion_metrics
adl_face_washing_right_hand_acceleration,motion_metrics
adl_face_washing_right_hand_acceleration_abs,motion_metrics
adl_face_washing_right_hand_distance,motion_metrics
adl_face_washing_right_hand_jerk,motion_metrics
adl_face_washing_right_hand_jerk_abs,motion_metrics
adl_face_washing_right_hand_velocity,motion_metrics
adl_face_washing_right_hand_velocity_abs,motion_metrics
speech_metrics_ALS-PROP_CPP,speech_metrics
speech_metrics_ALS-PROP_articulation_time,speech_metrics
speech_metrics_ALS-PROP_articulation_volume,speech_metrics
speech_metrics_ALS-PROP_hnr,speech_metrics
speech_metrics_ALS-PROP_jitter,speech_metrics
speech_metrics_ALS-PROP_max_f0,speech_metrics
speech_metrics_ALS-PROP_mean_f0,speech_metrics
speech_metrics_ALS-PROP_min_f0,speech_metrics
speech_metrics_ALS-PROP_percent_pause_duration,speech_metrics
speech_metrics_ALS-PROP_shimmer,speech_metrics
speech_metrics_ALS-PROP_snr,speech_metrics
speech_metrics_ALS-PROP_speaking_time,speech_metrics
speech_metrics_ALS-PROP_stdev_f0,speech_metrics
speech_metrics_ALS-PROP_volume,speech_metrics
speech_metrics_AcousticVowelSpace_f2slope,speech_metrics
speech_metrics_AcousticVowelSpace_fmt1,speech_metrics
speech_metrics_AcousticVowelSpace_fmt2,speech_metrics
speech_metrics_AcousticVowelSpace_fmt3,speech_metrics
speech_metrics_CountingOnOneBreath_CPP,speech_metrics
speech_metrics_CountingOnOneBreath_articulation_time,speech_metrics
speech_metrics_CountingOnOneBreath_articulation_volume,speech_metrics
speech_metrics_CountingOnOneBreath_hnr,speech_metrics
speech_metrics_CountingOnOneBreath_jitter,speech_metrics
speech_metrics_CountingOnOneBreath_percent_pause_duration,speech_metrics
speech_metrics_CountingOnOneBreath_shimmer,speech_metrics
speech_metrics_CountingOnOneBreath_snr,speech_metrics
speech_metrics_CountingOnOneBreath_speaking_time,speech_metrics
speech_metrics_CountingOnOneBreath_volume,speech_metrics
speech_metrics_DDK_articulation_time,speech_metrics
speech_metrics_DDK_articulation_volume,speech_metrics
speech_metrics_DDK_cTV,speech_metrics
speech_metrics_DDK_hnr,speech_metrics
speech_metrics_DDK_jitter,speech_metrics
speech_metrics_DDK_shimmer,speech_metrics
speech_metrics_DDK_snr,speech_metrics
speech_metrics_DDK_sylCount,speech_metrics
speech_metrics_DDK_sylRate,speech_metrics
speech_metrics_DDK_volume,speech_metrics
speech_metrics_GH-PROP_CPP,speech_metrics
speech_metrics_GH-PROP_articulation_time,speech_metrics
speech_metrics_GH-PROP_articulation_volume,speech_metrics
speech_metrics_GH-PROP_hnr,speech_metrics
speech_metrics_GH-PROP_jitter,speech_metrics
speech_metrics_GH-PROP_max_f0,speech_metrics
speech_metrics_GH-PROP_mean_f0,speech_metrics
speech_metrics_GH-PROP_min_f0,speech_metrics
speech_metrics_GH-PROP_percent_pause_duration,speech_metrics
speech_metrics_GH-PROP_shimmer,speech_metrics
speech_metrics_GH-PROP_snr,speech_metrics
speech_metrics_GH-PROP_speaking_time,speech_metrics
speech_metrics_GH-PROP_stdev_f0,speech_metrics
speech_metrics_GH-PROP_volume,speech_metrics
speech_metrics_PROP_CPP,speech_metrics
speech_metrics_PROP_articulation_time,speech_metrics
speech_metrics_PROP_articulation_volume,speech_metrics
speech_metrics_PROP_hnr,speech_metrics
speech_metrics_PROP_jitter,speech_metrics
speech_metrics_PROP_max_f0,speech_metrics
speech_metrics_PROP_mean_f0,speech_metrics
speech_metrics_PROP_min_f0,speech_metrics
speech_metrics_PROP_percent_pause_duration,speech_metrics
speech_metrics_PROP_shimmer,speech_metrics
speech_metrics_PROP_snr,speech_metrics
speech_metrics_PROP_speaking_time,speech_metrics
speech_metrics_PROP_stdev_f0,speech_metrics
speech_metrics_PROP_volume,speech_metrics
speech_metrics_PictureDescription_CPP,speech_metrics
speech_metrics_PictureDescription_articulation_time,speech_metrics
speech_metrics_PictureDescription_articulation_volume,speech_metrics
speech_metrics_PictureDescription_hnr,speech_metrics
speech_metrics_PictureDescription_jitter,speech_metrics
speech_metrics_PictureDescription_max_f0,speech_metrics
speech_metrics_PictureDescription_mean_f0,speech_metrics
speech_metrics_PictureDescription_min_f0,speech_metrics
speech_metrics_PictureDescription_percent_pause_duration,speech_metrics
speech_metrics_PictureDescription_shimmer,speech_metrics
speech_metrics_PictureDescription_snr,speech_metrics
speech_metrics_PictureDescription_speaking_time,speech_metrics
speech_metrics_PictureDescription_stdev_f0,speech_metrics
speech_metrics_PictureDescription_volume,speech_metrics
speech_metrics_ReadingPassage_CPP,speech_metrics
speech_metrics_ReadingPassage_articulation_rate,speech_metrics
speech_metrics_ReadingPassage_articulation_time,speech_metrics
speech_metrics_ReadingPassage_articulation_volume,speech_metrics
speech_metrics_ReadingPassage_hnr,speech_metrics
speech_metrics_ReadingPassage_jitter,speech_metrics
speech_metrics_ReadingPassage_max_f0,speech_metrics
speech_metrics_ReadingPassage_mean_f0,speech_metrics
speech_metrics_ReadingPassage_mfa,speech_metrics
speech_metrics_ReadingPassage_min_f0,speech_metrics
speech_metrics_ReadingPassage_percent_pause_duration,speech_metrics
speech_metrics_ReadingPassage_shimmer,speech_metrics
speech_metrics_ReadingPassage_snr,speech_metrics
speech_metrics_ReadingPassage_speaking_rate,speech_metrics
speech_metrics_ReadingPassage_speaking_time,speech_metrics
speech_metrics_ReadingPassage_stdev_f0,speech_metrics
speech_metrics_ReadingPassage_volume,speech_metrics
speech_metrics_SIT_CPP,speech_metrics
speech_metrics_SIT_articulation_rate,speech_metrics
speech_metrics_SIT_articulation_time,speech_metrics
speech_metrics_SIT_articulation_volume,speech_metrics
speech_metrics_SIT_hnr,speech_metrics
speech_metrics_SIT_jitter,speech_metrics
speech_metrics_SIT_max_f0,speech_metrics
speech_metrics_SIT_mean_f0,speech_metrics
speech_metrics_SIT_mfa,speech_metrics
speech_metrics_SIT_min_f0,speech_metrics
speech_metrics_SIT_percent_pause_duration,speech_metrics
speech_metrics_SIT_shimmer,speech_metrics
speech_metrics_SIT_snr,speech_metrics
speech_metrics_SIT_speaking_rate,speech_metrics
speech_metrics_SIT_speaking_time,speech_metrics
speech_metrics_SIT_stdev_f0,speech_metrics
speech_metrics_SIT_volume,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_CPP,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_articulation_time,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_articulation_volume,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_f2slope,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_fmt1,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_fmt2,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_fmt3,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_hnr,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_jitter,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_max_f0,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_mean_f0,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_min_f0,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_percent_pause_duration,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_shimmer,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_snr,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_speaking_time,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_stdev_f0,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_sustained_phonation_duration,speech_metrics
speech_metrics_SustainedPhonation_aaaaa_volume,speech_metrics
speech_metrics_SustainedPhonation_eeeee_CPP,speech_metrics
speech_metrics_SustainedPhonation_eeeee_articulation_time,speech_metrics
speech_metrics_SustainedPhonation_eeeee_articulation_volume,speech_metrics
speech_metrics_SustainedPhonation_eeeee_f2slope,speech_metrics
speech_metrics_SustainedPhonation_eeeee_fmt1,speech_metrics
speech_metrics_SustainedPhonation_eeeee_fmt2,speech_metrics
speech_metrics_SustainedPhonation_eeeee_fmt3,speech_metrics
speech_metrics_SustainedPhonation_eeeee_hnr,speech_metrics
speech_metrics_SustainedPhonation_eeeee_jitter,speech_metrics
speech_metrics_SustainedPhonation_eeeee_max_f0,speech_metrics
speech_metrics_SustainedPhonation_eeeee_mean_f0,speech_metrics
speech_metrics_SustainedPhonation_eeeee_min_f0,speech_metrics
